ktestWM foad1.sh-out/Dev-out-39/devtest.ktest foad1.sh-out/Dev-out-41/devtest.ktest foad1.sh-out/Dev-out-43/devtest.ktest foad1.sh-out/Dev-out-45/devtest.ktest foad1.sh-out/Dev-out-47/devtest.ktest foad1.sh-out/Dev-out-49/devtest.ktest status.sh-out/Dev-out-2/devtest.ktest status.sh-out/Dev-out-6/devtest.ktest regression_regression.sh-out/Dev-out-0/devtest.ktest
grep/1963 1 1 1 1 1 1 1 1 1
grep/9477 1 1 1 1 1 1 1 1 1
grep/391 1 1 1 1 1 1 1 1 1
grep/390 1 1 1 1 1 1 1 1 1
grep/393 1 1 1 1 1 1 1 1 1
grep/392 1 1 1 1 1 1 1 1 1
grep/395 1 1 1 1 1 1 1 1 1
grep/394 1 1 1 1 1 1 1 1 1
grep/397 1 1 1 1 1 1 1 1 1
grep/396 1 1 1 1 1 1 1 1 1
grep/399 1 1 1 1 1 1 1 1 1
grep/398 1 1 1 1 1 1 1 1 1
grep/429 1 1 1 1 1 1 1 1 1
grep/428 1 1 1 1 1 1 1 1 1
grep/6534 1 1 1 1 1 1 1 1 1
grep/6535 1 1 1 1 1 1 1 1 1
grep/6536 1 1 1 1 1 1 1 1 1
grep/6537 1 1 1 1 1 1 1 1 1
grep/6530 1 1 1 1 1 1 1 1 1
grep/6531 1 1 1 1 1 1 1 1 1
grep/6532 1 1 1 1 1 1 1 1 1
grep/6533 1 1 1 1 1 1 1 1 1
grep/6828 1 1 1 1 1 1 1 1 1
grep/6829 1 1 1 1 1 1 1 1 1
grep/6538 1 1 1 1 1 1 1 1 1
grep/2397 1 1 1 1 1 1 1 1 1
grep/5320 1 1 1 1 1 1 1 1 1
grep/5321 1 1 1 1 1 1 1 1 1
grep/5322 1 1 1 1 1 1 1 1 1
grep/5323 1 1 1 1 1 1 1 1 1
grep/5324 1 1 1 1 1 1 1 1 1
grep/5325 1 1 1 1 1 1 1 1 1
grep/5326 1 1 1 1 1 1 1 1 1
grep/5327 1 1 1 1 1 1 1 1 1
grep/5328 1 1 1 1 1 1 1 1 1
grep/5329 1 1 1 1 1 1 1 1 1
grep/1445 1 1 1 1 1 1 1 1 1
grep/1444 1 1 1 1 1 1 1 1 1
grep/1447 1 1 1 1 1 1 1 1 1
grep/1446 1 1 1 1 1 1 1 1 1
grep/1441 1 1 1 1 1 1 1 1 1
grep/1440 1 1 1 1 1 1 1 1 1
grep/1443 1 1 1 1 1 1 1 1 1
grep/1442 1 1 1 1 1 1 1 1 1
grep/1449 1 1 1 1 1 1 1 1 1
grep/1448 1 1 1 1 1 1 1 1 1
grep/647 1 1 1 1 1 1 1 1 1
grep/646 1 1 1 1 1 1 1 1 1
grep/645 1 1 1 1 1 1 1 1 1
grep/643 1 1 1 1 1 1 1 1 1
grep/640 1 1 1 1 1 1 1 1 1
grep/6790 1 1 1 1 1 1 1 1 1
grep/6791 1 1 1 1 1 1 1 1 1
grep/6792 1 1 1 1 1 1 1 1 1
grep/6793 1 1 1 1 1 1 1 1 1
grep/6797 1 1 1 1 1 1 1 1 1
grep/9034 1 1 1 1 1 1 1 1 1
grep/8219 1 1 1 1 1 1 1 1 1
grep/10038 1 1 1 1 1 1 1 1 1
grep/10037 1 1 1 1 1 1 1 1 1
grep/10036 1 1 1 1 1 1 1 1 1
grep/10035 1 1 1 1 1 1 1 1 1
grep/10034 1 1 1 1 1 1 1 1 1
grep/10033 1 1 1 1 1 1 1 1 1
grep/10032 1 1 1 1 1 1 1 1 1
grep/10031 1 1 1 1 1 1 1 1 1
grep/9035 1 1 1 1 1 1 1 1 1
grep/8218 1 1 1 1 1 1 1 1 1
grep/9036 1 1 1 1 1 1 1 1 1
grep/8281 1 1 1 1 1 1 1 1 1
grep/3179 1 1 1 1 1 1 1 1 1
grep/3178 1 1 1 1 1 1 1 1 1
grep/3173 1 1 1 1 1 1 1 1 1
grep/3172 1 1 1 1 1 1 1 1 1
grep/3171 1 1 1 1 1 1 1 1 1
grep/3170 1 1 1 1 1 1 1 1 1
grep/3177 1 1 1 1 1 1 1 1 1
grep/3176 1 1 1 1 1 1 1 1 1
grep/3175 1 1 1 1 1 1 1 1 1
grep/3174 1 1 1 1 1 1 1 1 1
grep/9030 1 1 1 1 1 1 1 1 1
grep/3014 1 1 1 1 1 1 1 1 1
grep/3015 1 1 1 1 1 1 1 1 1
grep/3016 1 1 1 1 1 1 1 1 1
grep/3017 1 1 1 1 1 1 1 1 1
grep/3010 1 1 1 1 1 1 1 1 1
grep/3011 1 1 1 1 1 1 1 1 1
grep/3012 1 1 1 1 1 1 1 1 1
grep/3013 1 1 1 1 1 1 1 1 1
grep/3018 1 1 1 1 1 1 1 1 1
grep/3019 1 1 1 1 1 1 1 1 1
grep/9471 1 1 1 1 1 1 1 1 1
grep/2941 1 1 1 1 1 1 1 1 1
grep/2940 1 1 1 1 1 1 1 1 1
grep/2943 1 1 1 1 1 1 1 1 1
grep/2942 1 1 1 1 1 1 1 1 1
grep/2945 1 1 1 1 1 1 1 1 1
grep/2944 1 1 1 1 1 1 1 1 1
grep/2499 1 1 1 1 1 1 1 1 1
grep/2498 1 1 1 1 1 1 1 1 0
grep/2497 1 1 1 1 1 1 1 1 0
grep/2948 1 1 1 1 1 1 1 1 1
grep/2494 1 1 1 1 1 1 1 1 1
grep/2493 1 1 1 1 1 1 1 1 0
grep/2492 1 1 1 1 1 1 1 1 1
grep/2491 1 1 1 1 1 1 1 1 1
grep/2490 1 1 1 1 1 1 1 1 1
grep/8631 1 1 1 1 1 1 1 1 1
grep/8630 1 1 1 1 1 1 1 1 1
grep/8633 1 1 1 1 1 1 1 1 1
grep/8632 1 1 1 1 1 1 1 1 1
grep/8634 1 1 1 1 1 1 1 1 1
grep/8189 1 1 1 1 1 1 1 1 1
grep/8188 1 1 1 1 1 1 1 1 1
grep/8639 1 1 1 1 1 1 1 1 1
grep/8186 1 1 1 1 1 1 1 1 1
grep/8185 1 1 1 1 1 1 1 1 1
grep/8184 1 1 1 1 1 1 1 1 1
grep/8183 1 1 1 1 1 1 1 1 1
grep/8182 1 1 1 1 1 1 1 1 1
grep/8181 1 1 1 1 1 1 1 1 1
grep/8774 1 1 1 1 1 1 1 1 1
grep/7205 1 1 1 1 1 1 1 1 1
grep/7204 1 1 1 1 1 1 1 1 1
grep/7207 1 1 1 1 1 1 1 1 1
grep/7206 1 1 1 1 1 1 1 1 1
grep/7201 1 1 1 1 1 1 1 1 1
grep/7200 1 1 1 1 1 1 1 1 1
grep/7203 1 1 1 1 1 1 1 1 1
grep/7202 1 1 1 1 1 1 1 1 1
grep/7209 1 1 1 1 1 1 1 1 1
grep/7208 1 1 1 1 1 1 1 1 1
grep/8771 1 1 1 1 1 1 1 1 1
grep/8455 1 1 1 1 1 1 1 1 1
grep/870 1 1 1 1 1 1 1 1 1
grep/8457 1 1 1 1 1 1 1 1 1
grep/8456 1 1 1 1 1 1 1 1 1
grep/8451 1 1 1 1 1 1 1 1 1
grep/8450 1 1 1 1 1 1 1 1 1
grep/8453 1 1 1 1 1 1 1 1 1
grep/2760 1 1 1 1 1 1 1 1 1
grep/8459 1 1 1 1 1 1 1 1 1
grep/2811 1 1 1 1 1 1 1 1 1
grep/7924 1 1 1 1 1 1 1 1 1
grep/2810 1 1 1 1 1 1 1 1 1
grep/7925 1 1 1 1 1 1 1 1 1
grep/2817 1 1 1 1 1 1 1 1 1
grep/7926 1 1 1 1 1 1 1 1 1
grep/2816 1 1 1 1 1 1 1 1 1
grep/7927 1 1 1 1 1 1 1 1 1
grep/876 1 1 1 1 1 1 1 1 1
grep/7920 1 1 1 1 1 1 1 1 1
grep/877 1 1 1 1 1 1 1 1 1
grep/7921 1 1 1 1 1 1 1 1 1
grep/878 1 1 1 1 1 1 1 1 1
grep/7922 1 1 1 1 1 1 1 1 1
grep/879 1 1 1 1 1 1 1 1 1
grep/3938 1 1 1 1 1 1 1 1 1
grep/9580 1 1 1 1 1 1 1 1 1
grep/9581 1 1 1 1 1 1 1 1 1
grep/9850 1 1 1 1 1 1 1 1 1
grep/8409 1 1 1 1 1 1 1 1 1
grep/9856 1 1 1 1 1 1 1 1 1
grep/9585 1 1 1 1 1 1 1 1 1
grep/9586 1 1 1 1 1 1 1 1 1
grep/9587 1 1 1 1 1 1 1 1 1
grep/9588 1 1 1 1 1 1 1 1 1
grep/9589 1 1 1 1 1 1 1 1 1
grep/9858 1 1 1 1 1 1 1 1 1
grep/1148 1 1 1 1 1 1 1 1 0
grep/1149 1 1 1 1 1 1 1 1 1
grep/1140 1 1 1 1 1 1 1 1 0
grep/1141 1 1 1 1 1 1 1 1 0
grep/1142 1 1 1 1 1 1 1 1 1
grep/1143 1 1 1 1 1 1 1 1 1
grep/1144 1 1 1 1 1 1 1 1 1
grep/1145 1 1 1 1 1 1 1 1 0
grep/1146 1 1 1 1 1 1 1 1 0
grep/1147 1 1 1 1 1 1 1 1 1
grep/8403 1 1 1 1 1 1 1 1 1
grep/8956 1 1 1 1 1 1 1 1 1
grep/8957 1 1 1 1 1 1 1 1 1
grep/8950 1 1 1 1 1 1 1 1 1
grep/8951 1 1 1 1 1 1 1 1 1
grep/8952 1 1 1 1 1 1 1 1 1
grep/8405 1 1 1 1 1 1 1 1 1
grep/1328 1 1 1 1 1 1 1 1 1
grep/1329 1 1 1 1 1 1 1 1 1
grep/1324 1 1 1 1 1 1 1 1 1
grep/1325 1 1 1 1 1 1 1 1 1
grep/1326 1 1 1 1 1 1 1 1 1
grep/1327 1 1 1 1 1 1 1 1 1
grep/1321 1 1 1 1 1 1 1 1 1
grep/1323 1 1 1 1 1 1 1 1 1
grep/6498 1 1 1 1 1 1 1 1 1
grep/6493 1 1 1 1 1 1 1 1 1
grep/6492 1 1 1 1 1 1 1 1 1
grep/6491 1 1 1 1 1 1 1 1 1
grep/6490 1 1 1 1 1 1 1 1 1
grep/6497 1 1 1 1 1 1 1 1 1
grep/6496 1 1 1 1 1 1 1 1 1
grep/6495 1 1 1 1 1 1 1 1 1
grep/6494 1 1 1 1 1 1 1 1 1
grep/497 1 1 1 1 1 1 1 1 1
grep/2169 1 1 1 1 1 1 1 1 1
grep/2168 1 1 1 1 1 1 1 1 1
grep/2167 1 1 1 1 1 1 1 1 1
grep/2166 1 1 1 1 1 1 1 1 1
grep/2165 1 1 1 1 1 1 1 1 1
grep/2164 1 1 1 1 1 1 1 1 1
grep/2163 1 1 1 1 1 1 1 1 1
grep/2162 1 1 1 1 1 1 1 1 1
grep/2161 1 1 1 1 1 1 1 1 1
grep/2160 1 1 1 1 1 1 1 1 1
grep/494 1 1 1 1 1 1 1 1 1
grep/6679 1 1 1 1 1 1 1 1 1
grep/34 1 1 1 1 1 1 1 1 1
grep/6677 1 1 1 1 1 1 1 1 1
grep/6676 1 1 1 1 1 1 1 1 1
grep/6675 1 1 1 1 1 1 1 1 1
grep/6674 1 1 1 1 1 1 1 1 1
grep/6673 1 1 1 1 1 1 1 1 1
grep/6672 1 1 1 1 1 1 1 1 1
grep/6671 1 1 1 1 1 1 1 1 1
grep/6670 1 1 1 1 1 1 1 1 1
grep/3368 1 1 1 1 1 1 1 1 1
grep/3369 1 1 1 1 1 1 1 1 1
grep/30 1 1 1 1 1 1 1 1 1
grep/4406 1 1 1 1 1 1 1 1 1
grep/33 1 1 1 1 1 1 1 1 1
grep/4407 1 1 1 1 1 1 1 1 1
grep/4405 1 1 1 1 1 1 1 1 1
grep/4403 1 1 1 1 1 1 1 1 1
grep/2558 1 1 1 1 1 1 1 1 1
grep/2559 1 1 1 1 1 1 1 1 1
grep/2556 1 1 1 1 1 1 1 1 1
grep/7077 1 1 1 1 1 1 1 1 1
grep/7075 1 1 1 1 1 1 1 1 1
grep/2552 1 1 1 1 1 1 1 1 1
grep/7073 1 1 1 1 1 1 1 1 1
grep/2550 1 1 1 1 1 1 1 1 1
grep/2551 1 1 1 1 1 1 1 1 1
grep/1926 1 1 1 1 1 1 1 1 1
grep/1927 1 1 1 1 1 1 1 1 1
grep/1924 1 1 1 1 1 1 1 1 1
grep/1925 1 1 1 1 1 1 1 1 1
grep/1922 1 1 1 1 1 1 1 1 1
grep/1923 1 1 1 1 1 1 1 1 1
grep/1920 1 1 1 1 1 1 1 1 1
grep/1921 1 1 1 1 1 1 1 1 1
grep/1928 1 1 1 1 1 1 1 1 1
grep/1929 1 1 1 1 1 1 1 1 1
grep/8282 1 1 1 1 1 1 1 1 1
grep/7698 1 1 1 1 1 1 1 1 1
grep/7699 1 1 1 1 1 1 1 1 1
grep/8386 1 1 1 1 1 1 1 1 1
grep/7692 1 1 1 1 1 1 1 1 1
grep/7693 1 1 1 1 1 1 1 1 1
grep/7696 1 1 1 1 1 1 1 1 1
grep/7697 1 1 1 1 1 1 1 1 1
grep/7694 1 1 1 1 1 1 1 1 1
grep/7695 1 1 1 1 1 1 1 1 1
grep/3201 1 1 1 1 1 1 1 1 1
grep/4520 1 1 1 1 1 1 1 1 1
grep/4523 1 1 1 1 1 1 1 1 1
grep/3970 1 1 1 1 1 1 1 1 1
grep/3205 1 1 1 1 1 1 1 1 1
grep/3204 1 1 1 1 1 1 1 1 1
grep/3207 1 1 1 1 1 1 1 1 1
grep/3206 1 1 1 1 1 1 1 1 1
grep/3209 1 1 1 1 1 1 1 1 1
grep/3208 1 1 1 1 1 1 1 1 1
grep/3979 1 1 1 1 1 1 1 1 1
grep/3978 1 1 1 1 1 1 1 1 1
grep/7744 1 1 1 1 1 1 1 1 1
grep/7745 1 1 1 1 1 1 1 1 1
grep/8848 1 1 1 1 1 1 1 1 1
grep/8849 1 1 1 1 1 1 1 1 1
grep/7746 1 1 1 1 1 1 1 1 1
grep/8842 1 1 1 1 1 1 1 1 1
grep/8843 1 1 1 1 1 1 1 1 1
grep/8840 1 1 1 1 1 1 1 1 1
grep/8841 1 1 1 1 1 1 1 1 1
grep/8846 1 1 1 1 1 1 1 1 1
grep/8847 1 1 1 1 1 1 1 1 1
grep/8844 1 1 1 1 1 1 1 1 1
grep/8845 1 1 1 1 1 1 1 1 1
grep/5690 1 1 1 1 1 1 1 1 1
grep/5691 1 1 1 1 1 1 1 1 1
grep/5692 1 1 1 1 1 1 1 1 1
grep/5693 1 1 1 1 1 1 1 1 1
grep/5126 1 1 1 1 1 1 1 1 1
grep/5127 1 1 1 1 1 1 1 1 1
grep/5124 1 1 1 1 1 1 1 1 1
grep/5125 1 1 1 1 1 1 1 1 1
grep/5698 1 1 1 1 1 1 1 1 1
grep/5699 1 1 1 1 1 1 1 1 1
grep/5128 1 1 1 1 1 1 1 1 1
grep/5129 1 1 1 1 1 1 1 1 1
grep/2318 1 1 1 1 1 1 1 1 1
grep/2319 1 1 1 1 1 1 1 1 1
grep/400 1 1 1 1 1 1 1 1 1
grep/403 1 1 1 1 1 1 1 1 1
grep/402 1 1 1 1 1 1 1 1 1
grep/405 1 1 1 1 1 1 1 1 1
grep/404 1 1 1 1 1 1 1 1 1
grep/2316 1 1 1 1 1 1 1 1 1
grep/6808 1 1 1 1 1 1 1 1 1
grep/6809 1 1 1 1 1 1 1 1 1
grep/6800 1 1 1 1 1 1 1 1 1
grep/6801 1 1 1 1 1 1 1 1 1
grep/6803 1 1 1 1 1 1 1 1 1
grep/6804 1 1 1 1 1 1 1 1 1
grep/6805 1 1 1 1 1 1 1 1 1
grep/6806 1 1 1 1 1 1 1 1 1
grep/7741 1 1 1 1 1 1 1 1 1
grep/5346 1 1 1 1 1 1 1 1 1
grep/5347 1 1 1 1 1 1 1 1 1
grep/5344 1 1 1 1 1 1 1 1 1
grep/5345 1 1 1 1 1 1 1 1 1
grep/5342 1 1 1 1 1 1 1 1 1
grep/5340 1 1 1 1 1 1 1 1 1
grep/5348 1 1 1 1 1 1 1 1 1
grep/5349 1 1 1 1 1 1 1 1 1
grep/669 1 1 1 1 1 1 1 1 1
grep/665 1 1 1 1 1 1 1 1 1
grep/664 1 1 1 1 1 1 1 1 1
grep/667 1 1 1 1 1 1 1 1 1
grep/661 1 1 1 1 1 1 1 1 1
grep/660 1 1 1 1 1 1 1 1 1
grep/663 1 1 1 1 1 1 1 1 1
grep/662 1 1 1 1 1 1 1 1 1
grep/7743 1 1 1 1 1 1 1 1 1
grep/2445 1 1 1 1 1 1 1 1 1
grep/8503 1 1 1 1 1 1 1 1 1
grep/8502 1 1 1 1 1 1 1 1 1
grep/8501 1 1 1 1 1 1 1 1 1
grep/1469 1 1 1 1 1 1 1 1 1
grep/1468 1 1 1 1 1 1 1 1 1
grep/8507 1 1 1 1 1 1 1 1 1
grep/1467 1 1 1 1 1 1 1 1 1
grep/1466 1 1 1 1 1 1 1 1 1
grep/8506 1 1 1 1 1 1 1 1 1
grep/6118 1 1 1 1 1 1 1 1 1
grep/6119 1 1 1 1 1 1 1 1 1
grep/8505 1 1 1 1 1 1 1 1 1
grep/6110 1 1 1 1 1 1 1 1 1
grep/8504 1 1 1 1 1 1 1 1 1
grep/6116 1 1 1 1 1 1 1 1 1
grep/6117 1 1 1 1 1 1 1 1 1
grep/6115 1 1 1 1 1 1 1 1 1
grep/3191 1 1 1 1 1 1 1 1 1
grep/3190 1 1 1 1 1 1 1 1 1
grep/3193 1 1 1 1 1 1 1 1 1
grep/3192 1 1 1 1 1 1 1 1 1
grep/3195 1 1 1 1 1 1 1 1 1
grep/3194 1 1 1 1 1 1 1 1 1
grep/3197 1 1 1 1 1 1 1 1 1
grep/3196 1 1 1 1 1 1 1 1 1
grep/3199 1 1 1 1 1 1 1 1 1
grep/3198 1 1 1 1 1 1 1 1 1
grep/9905 1 1 1 1 1 1 1 1 1
grep/2786 1 1 1 1 1 1 1 1 1
grep/9902 1 1 1 1 1 1 1 1 1
grep/8270 1 1 1 1 1 1 1 1 1
grep/8275 1 1 1 1 1 1 1 1 1
grep/8274 1 1 1 1 1 1 1 1 1
grep/8277 1 1 1 1 1 1 1 1 1
grep/8276 1 1 1 1 1 1 1 1 1
grep/984 1 1 1 1 1 1 1 1 1
grep/985 1 1 1 1 1 1 1 1 1
grep/2965 1 1 1 1 1 1 1 1 1
grep/987 1 1 1 1 1 1 1 1 1
grep/2963 1 1 1 1 1 1 1 1 1
grep/981 1 1 1 1 1 1 1 1 0
grep/2961 1 1 1 1 1 1 1 1 1
grep/2960 1 1 1 1 1 1 1 1 1
grep/988 1 1 1 1 1 1 1 1 1
grep/989 1 1 1 1 1 1 1 1 1
grep/2969 1 1 1 1 1 1 1 1 1
grep/2968 1 1 1 1 1 1 1 1 1
grep/6515 1 1 1 1 1 1 1 1 1
grep/8611 1 1 1 1 1 1 1 1 1
grep/8618 1 1 1 1 1 1 1 1 1
grep/7229 1 1 1 1 1 1 1 1 1
grep/7228 1 1 1 1 1 1 1 1 1
grep/7999 1 1 1 1 1 1 1 1 1
grep/7998 1 1 1 1 1 1 1 1 1
grep/7223 1 1 1 1 1 1 1 1 1
grep/7222 1 1 1 1 1 1 1 1 1
grep/7221 1 1 1 1 1 1 1 1 1
grep/7220 1 1 1 1 1 1 1 1 1
grep/7227 1 1 1 1 1 1 1 1 1
grep/7226 1 1 1 1 1 1 1 1 1
grep/7225 1 1 1 1 1 1 1 1 1
grep/7224 1 1 1 1 1 1 1 1 1
grep/5751 1 1 1 1 1 1 1 1 1
grep/5750 1 1 1 1 1 1 1 1 1
grep/5753 1 1 1 1 1 1 1 1 1
grep/5593 1 1 1 1 1 1 1 1 1
grep/5592 1 1 1 1 1 1 1 1 1
grep/5591 1 1 1 1 1 1 1 1 1
grep/5590 1 1 1 1 1 1 1 1 1
grep/5597 1 1 1 1 1 1 1 1 1
grep/5596 1 1 1 1 1 1 1 1 1
grep/5595 1 1 1 1 1 1 1 1 1
grep/5594 1 1 1 1 1 1 1 1 1
grep/5755 1 1 1 1 1 1 1 1 1
grep/5599 1 1 1 1 1 1 1 1 1
grep/5598 1 1 1 1 1 1 1 1 1
grep/5206 1 1 1 1 1 1 1 1 1
grep/5757 1 1 1 1 1 1 1 1 1
grep/5204 1 1 1 1 1 1 1 1 1
grep/9878 1 1 1 1 1 1 1 1 1
grep/9879 1 1 1 1 1 1 1 1 1
grep/9871 1 1 1 1 1 1 1 1 1
grep/9872 1 1 1 1 1 1 1 1 1
grep/9873 1 1 1 1 1 1 1 1 1
grep/9875 1 1 1 1 1 1 1 1 1
grep/9876 1 1 1 1 1 1 1 1 1
grep/9877 1 1 1 1 1 1 1 1 1
grep/1128 1 1 1 1 1 1 1 1 1
grep/1129 1 1 1 1 1 1 1 1 0
grep/1126 1 1 1 1 1 1 1 1 1
grep/1127 1 1 1 1 1 1 1 1 1
grep/1124 1 1 1 1 1 1 1 1 1
grep/1125 1 1 1 1 1 1 1 1 0
grep/1122 1 1 1 1 1 1 1 1 1
grep/1123 1 1 1 1 1 1 1 1 0
grep/1120 1 1 1 1 1 1 1 1 1
grep/1121 1 1 1 1 1 1 1 1 0
grep/4758 1 1 1 1 1 1 1 1 1
grep/4759 1 1 1 1 1 1 1 1 1
grep/1426 1 1 1 1 1 1 1 1 1
grep/4752 1 1 1 1 1 1 1 1 1
grep/4753 1 1 1 1 1 1 1 1 1
grep/4750 1 1 1 1 1 1 1 1 1
grep/4751 1 1 1 1 1 1 1 1 1
grep/4756 1 1 1 1 1 1 1 1 1
grep/4757 1 1 1 1 1 1 1 1 1
grep/4754 1 1 1 1 1 1 1 1 1
grep/4755 1 1 1 1 1 1 1 1 1
grep/953 1 1 1 1 1 1 1 1 1
grep/9709 1 1 1 1 1 1 1 1 1
grep/952 1 1 1 1 1 1 1 1 0
grep/8641 1 1 1 1 1 1 1 1 1
grep/9706 1 1 1 1 1 1 1 1 1
grep/951 1 1 1 1 1 1 1 1 0
grep/9704 1 1 1 1 1 1 1 1 1
grep/9705 1 1 1 1 1 1 1 1 1
grep/2421 1 1 1 1 1 1 1 1 1
grep/7536 1 1 1 1 1 1 1 1 1
grep/957 1 1 1 1 1 1 1 1 1
grep/2931 1 1 1 1 1 1 1 1 1
grep/1694 1 1 1 1 1 1 1 1 1
grep/1695 1 1 1 1 1 1 1 1 1
grep/1697 1 1 1 1 1 1 1 1 1
grep/1690 1 1 1 1 1 1 1 1 1
grep/1691 1 1 1 1 1 1 1 1 1
grep/1692 1 1 1 1 1 1 1 1 1
grep/1693 1 1 1 1 1 1 1 1 1
grep/2933 1 1 1 1 1 1 1 1 1
grep/1698 1 1 1 1 1 1 1 1 1
grep/1699 1 1 1 1 1 1 1 1 1
grep/7530 1 1 1 1 1 1 1 1 1
grep/959 1 1 1 1 1 1 1 1 1
grep/276 1 1 1 1 1 1 1 1 1
grep/2429 1 1 1 1 1 1 1 1 1
grep/627 1 1 1 1 1 1 1 1 1
grep/277 1 1 1 1 1 1 1 1 1
grep/626 1 1 1 1 1 1 1 1 1
grep/6471 1 1 1 1 1 1 1 1 1
grep/6470 1 1 1 1 1 1 1 1 1
grep/4247 1 1 1 1 1 1 1 1 1
grep/278 1 1 1 1 1 1 1 1 1
grep/279 1 1 1 1 1 1 1 1 1
grep/2105 1 1 1 1 1 1 1 1 1
grep/2104 1 1 1 1 1 1 1 1 1
grep/2107 1 1 1 1 1 1 1 1 1
grep/2106 1 1 1 1 1 1 1 1 1
grep/2101 1 1 1 1 1 1 1 1 1
grep/2100 1 1 1 1 1 1 1 1 1
grep/2103 1 1 1 1 1 1 1 1 1
grep/2102 1 1 1 1 1 1 1 1 1
grep/8763 1 1 1 1 1 1 1 1 1
grep/2108 1 1 1 1 1 1 1 1 1
grep/6615 1 1 1 1 1 1 1 1 1
grep/6614 1 1 1 1 1 1 1 1 1
grep/6617 1 1 1 1 1 1 1 1 1
grep/6616 1 1 1 1 1 1 1 1 1
grep/6611 1 1 1 1 1 1 1 1 1
grep/6610 1 1 1 1 1 1 1 1 1
grep/6613 1 1 1 1 1 1 1 1 1
grep/6612 1 1 1 1 1 1 1 1 1
grep/6619 1 1 1 1 1 1 1 1 1
grep/6618 1 1 1 1 1 1 1 1 1
grep/4241 1 1 1 1 1 1 1 1 1
grep/7197 1 1 1 1 1 1 1 1 1
grep/10178 1 1 1 1 1 1 1 1 1
grep/10179 1 1 1 1 1 1 1 1 1
grep/10172 1 1 1 1 1 1 1 1 1
grep/10173 1 1 1 1 1 1 1 1 1
grep/10170 1 1 1 1 1 1 1 1 1
grep/8648 1 1 1 1 1 1 1 1 1
grep/10176 1 1 1 1 1 1 1 1 1
grep/10177 1 1 1 1 1 1 1 1 1
grep/10174 1 1 1 1 1 1 1 1 1
grep/10175 1 1 1 1 1 1 1 1 1
grep/8761 1 1 1 1 1 1 1 1 1
grep/7196 1 1 1 1 1 1 1 1 1
grep/7984 1 1 1 1 1 1 1 1 1
grep/8760 1 1 1 1 1 1 1 1 1
grep/7191 1 1 1 1 1 1 1 1 1
grep/2574 1 1 1 1 1 1 1 1 1
grep/2575 1 1 1 1 1 1 1 1 1
grep/2576 1 1 1 1 1 1 1 1 1
grep/2577 1 1 1 1 1 1 1 1 1
grep/2570 1 1 1 1 1 1 1 1 1
grep/2571 1 1 1 1 1 1 1 1 1
grep/2572 1 1 1 1 1 1 1 1 1
grep/2573 1 1 1 1 1 1 1 1 1
grep/9040 1 1 1 1 1 1 1 1 1
grep/2578 1 1 1 1 1 1 1 1 1
grep/7059 1 1 1 1 1 1 1 1 1
grep/3263 1 1 1 1 1 1 1 1 1
grep/3262 1 1 1 1 1 1 1 1 1
grep/7190 1 1 1 1 1 1 1 1 1
grep/3261 1 1 1 1 1 1 1 1 1
grep/3260 1 1 1 1 1 1 1 1 1
grep/10272 1 1 1 1 1 1 1 1 1
grep/8621 1 1 1 1 1 1 1 1 1
grep/8766 1 1 1 1 1 1 1 1 1
grep/3265 1 1 1 1 1 1 1 1 1
grep/7193 1 1 1 1 1 1 1 1 1
grep/3264 1 1 1 1 1 1 1 1 1
grep/7983 1 1 1 1 1 1 1 1 1
grep/1908 1 1 1 1 1 1 1 1 1
grep/1909 1 1 1 1 1 1 1 1 1
grep/1904 1 1 1 1 1 1 1 1 1
grep/1905 1 1 1 1 1 1 1 1 1
grep/1906 1 1 1 1 1 1 1 1 1
grep/1907 1 1 1 1 1 1 1 1 1
grep/1900 1 1 1 1 1 1 1 1 1
grep/1901 1 1 1 1 1 1 1 1 1
grep/1902 1 1 1 1 1 1 1 1 1
grep/1903 1 1 1 1 1 1 1 1 1
grep/4548 1 1 1 1 1 1 1 1 1
grep/7192 1 1 1 1 1 1 1 1 1
grep/7980 1 1 1 1 1 1 1 1 1
grep/8627 1 1 1 1 1 1 1 1 1
grep/7981 1 1 1 1 1 1 1 1 1
grep/8624 1 1 1 1 1 1 1 1 1
grep/3227 1 1 1 1 1 1 1 1 1
grep/3226 1 1 1 1 1 1 1 1 1
grep/3225 1 1 1 1 1 1 1 1 1
grep/3224 1 1 1 1 1 1 1 1 1
grep/3223 1 1 1 1 1 1 1 1 1
grep/3222 1 1 1 1 1 1 1 1 1
grep/3221 1 1 1 1 1 1 1 1 1
grep/3220 1 1 1 1 1 1 1 1 1
grep/8288 1 1 1 1 1 1 1 1 1
grep/8289 1 1 1 1 1 1 1 1 1
grep/3229 1 1 1 1 1 1 1 1 1
grep/3228 1 1 1 1 1 1 1 1 1
grep/8625 1 1 1 1 1 1 1 1 1
grep/10012 1 1 1 1 1 1 1 1 1
grep/8769 1 1 1 1 1 1 1 1 1
grep/8768 1 1 1 1 1 1 1 1 1
grep/8861 1 1 1 1 1 1 1 1 1
grep/8862 1 1 1 1 1 1 1 1 1
grep/8863 1 1 1 1 1 1 1 1 1
grep/8864 1 1 1 1 1 1 1 1 1
grep/8865 1 1 1 1 1 1 1 1 1
grep/8866 1 1 1 1 1 1 1 1 1
grep/8867 1 1 1 1 1 1 1 1 1
grep/8730 1 1 1 1 1 1 1 1 1
