ktestWM inum.new-O0-out/Dev-out-0/devtest.ktest inum.new-O1-out/Dev-out-0/devtest.ktest inum.new-O2-out/Dev-out-0/devtest.ktest inum.new-O3-out/Dev-out-0/devtest.ktest inum.old-O0-out/Dev-out-0/devtest.ktest inum.old-O1-out/Dev-out-0/devtest.ktest inum.old-O2-out/Dev-out-0/devtest.ktest inum.old-O3-out/Dev-out-0/devtest.ktest links.new-O0-out/Dev-out-0/devtest.ktest links.new-O1-out/Dev-out-0/devtest.ktest links.new-O2-out/Dev-out-0/devtest.ktest links.new-O3-out/Dev-out-0/devtest.ktest links.old-O0-out/Dev-out-0/devtest.ktest links.old-O1-out/Dev-out-0/devtest.ktest links.old-O2-out/Dev-out-0/devtest.ktest links.old-O3-out/Dev-out-0/devtest.ktest regression.sh-out/Dev-out-0/devtest.ktest
find/9980 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/637 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/636 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/635 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/634 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/633 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/632 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/631 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9988 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17802 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17803 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17800 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17801 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1099 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1098 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17804 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16325 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1095 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1094 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1097 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1096 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1091 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1090 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1093 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1092 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16823 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16822 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16821 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18832 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16820 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16322 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16735 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23068 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23067 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16827 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15928 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23063 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23062 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23061 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16826 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18588 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16825 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18582 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18583 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18580 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16824 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18586 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18587 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18584 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18585 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16734 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24885 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21641 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19975 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21743 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19978 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22593 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16466 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19979 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21643 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22596 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21744 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19750 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22597 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24974 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22598 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22599 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21642 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21745 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13604 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24975 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19989 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19988 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12278 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12279 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21322 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21323 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21320 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21321 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12272 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12273 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12270 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12271 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12276 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12277 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12274 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12275 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21645 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24886 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7499 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7498 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13279 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13278 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7493 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7492 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7491 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7490 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7497 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7496 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7495 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7494 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/14722 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/14723 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/14720 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/14721 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/14725 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/14728 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19786 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21647 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16382 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/16383 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/16380 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/16381 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/16386 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/16387 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/16384 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/3168 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3167 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3166 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3165 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3164 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3163 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3162 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3161 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3160 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16288 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12288 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7679 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7678 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7674 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7673 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7672 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7671 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7670 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24979 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25016 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25133 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25132 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/998 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/999 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/993 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/991 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/996 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/995 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/13878 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7228 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20499 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7229 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20497 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20496 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20495 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20494 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20493 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20492 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20491 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20490 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15893 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15892 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15891 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15890 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15897 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15896 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3558 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3559 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6076 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3557 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6074 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6075 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3552 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6073 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6070 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6071 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17033 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17032 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17031 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17030 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17037 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17036 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17035 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17034 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17039 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17038 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16738 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24934 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24935 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24936 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24937 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24930 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24931 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24932 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24933 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24938 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24939 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3028 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13808 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13809 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13806 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13807 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13804 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7227 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13802 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13803 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13800 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13801 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19414 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24911 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6698 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6699 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6692 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6691 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16729 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6694 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17998 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24888 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17999 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5253 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5252 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5251 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5250 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5257 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5256 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5255 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5254 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5529 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5528 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5259 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5258 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17994 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17995 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19957 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24917 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17996 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18833 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9976 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17997 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17990 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17621 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17991 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/11268 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/11269 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16818 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16819 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17992 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16540 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16541 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/11262 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/11263 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/11264 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/11265 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/11266 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/11267 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5770 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5771 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5772 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18771 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18770 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18773 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5773 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18775 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18774 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18777 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18776 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18779 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5774 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18831 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18809 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5775 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12517 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12516 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12515 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12514 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12513 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5776 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12511 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12510 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5777 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12519 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12518 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16607 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16606 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9848 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9849 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16603 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16602 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16601 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16600 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9842 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9843 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9840 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9841 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9846 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9847 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9844 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9845 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/365 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/364 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1402 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1403 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1400 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1401 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1406 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1407 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1404 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1405 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1408 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1409 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18119 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18118 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3318 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3319 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21499 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3310 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3311 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3312 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3313 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3314 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3315 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3316 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3317 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7808 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7809 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7800 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/171 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/172 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/173 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/7804 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/175 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7806 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/177 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/17639 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17631 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17633 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17632 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17635 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17634 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17637 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17636 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21490 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21519 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21518 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21491 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21515 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21514 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21517 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21516 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21511 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
